Company,Job Category,Title,Processed Title,Min Salary,Max Salary,Adjusted Salary,Last Update
The-ark,Business Development / Sales,Sales Associate ( Immediate / Training Provided ),"['sale', 'associ', 'immedi', 'train', 'provid']",2500,5500,3200.0,2021-03-03
Dyslexia Association Of Singapore,Other,Information & Communication Technology (ICT) Officer,"['inform', 'commun', 'technolog', 'ict', 'offic']",2500,3000,2500,2021-03-02
Phoenix,Business Development / Sales,Sales and Marketing Representative - Personal Growth,"['sale', 'and', 'market', 'repres', 'person', 'growth']",2000,4000,2400.0,2021-02-27
Cynopsis Solutions Pte Ltd,Software Engineering,Software Security Engineer,"['softwar', 'secur', 'engin']",4000,5500,4000,2021-02-26
ZumVet,Business Development / Sales,Business Development Manager,"['busi', 'develop', 'manag']",3000,4500,3000.0,2021-03-02
Ignite Marketing Group ,Product Management,Cutomer Acquisition Representative (Immediate Start!) (Training Provided),"['cutom', 'acquisit', 'repres', 'immedi', 'start', 'train', 'provid']",3000,3500,3000,2021-03-01
The Care Svc,Human Resource,Human Resource Executive,"['human', 'resourc', 'execut']",2000,3000,2000.0,2021-02-26
Revolution,Management,Studio Manager,"['studio', 'manag']",1800,2400,1800,2021-03-02
Beacon Consulting,Marketing,Field Interviewer,"['field', 'interview']",14,1000,405.6,2021-03-03
Ignite Marketing Group ,Business Development / Sales,Corporate Sales & Marketing (March Intake - Entry Level) ,"['corpor', 'sale', 'market', 'march', 'intak', 'entri', 'level']",2800,3500,2800,2021-03-02
RYSH Organization,Business Development / Sales,Brand Ambassador (Entry Level),"['brand', 'ambassador', 'entri', 'level']",2500,5500,3200.0,2021-03-02
Ys Construction Services Pte Ltd,Administrative,administrative  assistant-filing,"['administr', 'assistant-fil']",800,1000,800,2021-03-01
Iq Dynamics Pte Ltd,Software Engineering,Associate Application Consultant (Support),"['associ', 'applic', 'consult', 'support']",2500,3500,2500,2021-02-26
Recruit Express Pte Ltd,Finance, Contract Accounts Payables Executive URGENT. #JCL,"['contract', 'account', 'payabl', 'execut', 'urgent', 'jcl']",2500,3500,2500,2021-03-02
Sumitomo Corporation Asia & Oceania Pte. Ltd.,Operations,Senior Admin Officer (Petrochemical Department No.2),"['senior', 'admin', 'offic', 'petrochem', 'depart', 'no.2']",2800,3800,2800,2021-03-03
Sumitomo Corporation Asia & Oceania Pte. Ltd.,Administrative,Senior Admin Officer (Corporate Services Department),"['senior', 'admin', 'offic', 'corpor', 'servic', 'depart']",2200,2800,2200,2021-03-03
Crowdo Singapore,Data Science,Lead Data Scientist,"['lead', 'data', 'scientist']",5000,7000,5000,2021-02-25
Cr Group,Administrative,Project Coordinator (Renovation),"['project', 'coordin', 'renov']",1800,2500,1800,2021-02-26
Corporate Finedge Pte Ltd,Other,Corporate Secretarial Admin,"['corpor', 'secretari', 'admin']",800,1500,920.0,2021-03-02
Jxf International Pte Ltd,Marketing,Digital Marketing Manager,"['digit', 'market', 'manag']",2400,3000,2400,2021-03-02
Eunoia Pte Ltd,Product Management,Product Management Associate,"['product', 'manag', 'associ']",2500,2800,2500,2021-03-03
Call Lade Enterprises Pte Ltd,Operations,PSA DRIVER! $5000 JOINING BONUS! ,"['psa', 'driver', 'join', 'bonu']",2800,4000,2800,2021-02-25
Pickupp Pte Ltd,Business Development / Sales,Business Development Executive,"['busi', 'develop', 'execut']",2200,3600,2320.0,2021-02-26
ZumVet,Other,Growth Manager,"['growth', 'manag']",3000,6000,3600.0,2021-03-03
My Little Big Boss,Software Engineering,Software and Web Developer,"['softwar', 'and', 'web', 'develop']",2800,5000,3120.0,2021-02-25
Million Marketing,Business Development / Sales,Corporate Brand Ambassador (Fast Progression),"['corpor', 'brand', 'ambassador', 'fast', 'progress']",2500,5500,3200.0,2021-02-25
The Mandala Group,Hospitality and Travel,Outlet Manager,"['outlet', 'manag']",4000,5000,4000,2021-03-01
Resonate Marketing,Business Development / Sales,Corporate Sales Representative (IMMEDIATE!!!),"['corpor', 'sale', 'repres', 'immedi']",3000,5000,3200.0,2021-03-02
H Tyre Pte Ltd,Engineering,Automotive Mechanic,"['automot', 'mechan']",1800,3000,1920.0,2021-02-25
SearchAsia Consulting Pte Ltd,Business Development / Sales,Specialist Recruiter,"['specialist', 'recruit']",3000,4000,3000,2021-02-25
Swissquote Pte Ltd,Finance,Operations Associate (Full-time),"['oper', 'associ', 'full-tim']",3500,4000,3500,2021-03-03
Your Business Listing Pte Ltd,Other,Account Manager,"['account', 'manag']",2500,2800,2500,2021-03-01
PolicyPal,Operations,Operations & Finance Manager,"['oper', 'financ', 'manag']",4000,5000,4000,2021-03-03
Sunriseclick,Marketing,E-Commerce Marketing Executive,"['e-commerc', 'market', 'execut']",2800,3500,2800,2021-02-25
Flash Concepts,Marketing,Project Executive,"['project', 'execut']",2000,2500,2000,2021-02-25
Recruit Express Pte Ltd,Marketing,Market Analyst ,"['market', 'analyst']",2500,2800,2500,2021-03-02
The Care Svc,Human Resource,Human Resource Generalist,"['human', 'resourc', 'generalist']",2000,3500,2200.0,2021-03-03
Cesco Pipeline Technologies Pte Ltd,Operations,Electrician,['electrician'],2500,3500,2500,2021-03-03
Elite Asia (SG) Pte Ltd,Language and Translation,Project Executive,"['project', 'execut']",2300,2300,2300,2021-03-02
Technique Marine Services Pte Ltd,Engineering,Drafter,['drafter'],2500,3000,2500,2021-03-03
Kegmil,Operations,Customer Onboarding Specialist,"['custom', 'onboard', 'specialist']",800,1500,920.0,2021-03-03
Maveric Systems Ltd Singapore Branch,Data Science,Lead developer - Data,"['lead', 'develop', 'data']",6500,8500,6500,2021-02-26
Cresco Investments Pte Ltd,Legal,Legal Counsel,"['legal', 'counsel']",4000,6000,4000.0,2021-03-03
Impossible Marketing Pte Ltd,Marketing,Google Ads Account Manager (Full-time),"['googl', 'ad', 'account', 'manag', 'full-tim']",2500,3200,2500,2021-03-01
A.scend International,Hospitality and Travel,B2B sales Ambassador (Training Provided!),"['b2b', 'sale', 'ambassador', 'train', 'provid']",3000,5000,3200.0,2021-02-27
FOODXERVICES INC. PTE. LTD.,Finance,Assistant Accounts Manager,"['assist', 'account', 'manag']",3700,5500,3700,2021-02-25
Cove ,Marketing,Cove Brand Ambassador,"['cove', 'brand', 'ambassador']",800,1000,800,2021-03-01
Archiwu Pte Ltd,Design,2D & 3D Drafter,"['2D', '3D', 'drafter']",450,750,480.0,2021-03-03
The-ark,Business Development / Sales,Sales & Marketing Associate ( Entry Level/Training Provided),"['sale', 'market', 'associ', 'entri', 'level/train', 'provid']",2500,5500,3200.0,2021-02-25
Massive Wisdom Group Pte Ltd,Consulting,Ambassador / Sales Consultant for our new Entrepreneurship Programme,"['ambassador', 'sale', 'consult', 'for', 'our', 'new', 'entrepreneurship', 'programm']",870,3480,1740.0,2021-03-03
Qiren,Operations,Baby Spa & Playground Assistant,"['babi', 'spa', 'playground', 'assist']",1400,1800,1400,2021-03-02
Accela Pte Ltd,Finance,Finance Associate ,"['financ', 'associ']",2200,3000,2200,2021-03-02
Recruit Express Pte Ltd,Administrative,Admin Executive - Urgent -(REF: REJGH),"['admin', 'execut', 'urgent', 'ref', 'rejgh']",2800,3500,2800,2021-03-02
RYSH Organization,Business Development / Sales,Corporate Sales Ambassador (IMMEDIATE),"['corpor', 'sale', 'ambassador', 'immedi']",2500,5500,3200.0,2021-02-26
Motorist Pte Ltd,Administrative,Sales Admin Support,"['sale', 'admin', 'support']",1000,1200,1000,2021-02-25
Recruit Express Pte Ltd,Business Development / Sales,HR Recruiter,"['HR', 'recruit']",2500,3200,2500,2021-03-02
Soco Sales Training Pte Ltd,Business Development / Sales,Sales Executive,"['sale', 'execut']",2500,5000,3000.0,2021-03-02
Prelude Recruit,Business Development / Sales,Graduate Management Programme,"['graduat', 'manag', 'programm']",2500,4000,2600.0,2021-03-02
Ariki,Finance,Accounts Assistant,"['account', 'assist']",2000,2500,2000,2021-02-25
Recruit Express Pte Ltd,Administrative,Programme Executive (1 Year) - Urgent! - (REF: REJGH),"['programm', 'execut', 'year', 'urgent', 'ref', 'rejgh']",2500,3500,2500,2021-03-02
Kristal.AI,Design,Kristal.AI - Marketing Associate (Copywriter),"['kristal.ai', 'market', 'associ', 'copywrit']",3500,5500,3600.0,2021-03-19
Mintable Pte Ltd,Engineering,Senior Engineer - Fullstack,"['senior', 'engin', 'fullstack']",6000,6000,6000,2021-03-19
Regina International Pte Ltd,Other,BEAUTY SPECIALIST (ATTRACTIVE INCENTIVES AND COMMISSIONS!),"['beauti', 'specialist', 'attract', 'incent', 'and', 'commiss']",1800,2000,1800,2021-03-23
Hubble,Other,VP of Operations,"['VP', 'of', 'oper']",7000,10000,7000,2021-03-19
Skrya Pte Ltd,Marketing,Marketing Executive,"['market', 'execut']",2800,4000,2800,2021-03-22
Associated Insurance Brokers Pte Ltd,Business Development / Sales,"Account Executive - Corporate Insurance (Finance, Tech & Consulting)","['account', 'execut', 'corpor', 'insur', 'financ', 'tech', 'consult']",2500,3500,2500,2021-03-20
Kidscode,Education,ICT Trainer/ Executive,"['ict', 'trainer/', 'execut']",2300,2600,2300,2021-03-24
Asia Innovatory Management School,Education,GP teacher (A Levels),"['GP', 'teacher', 'A', 'level']",3500,5000,3500,2021-03-24
Eden Cube Marketing Group Pte Ltd,Marketing,Events and Sales Representative (Entry Level with Coaching Provided),"['event', 'and', 'sale', 'repres', 'entri', 'level', 'with', 'coach', 'provid']",2000,4000,2400.0,2021-03-22
CYS Global Remit Pte Ltd,Finance,Accounts & Finance Officer,"['account', 'financ', 'offic']",2500,2800,2500,2021-03-24
Kidscode,Other,Business Analyst/ Senior Business Analyst,"['busi', 'analyst/', 'senior', 'busi', 'analyst']",4000,8000,4800.0,2021-03-23
Findivi Consulting Pte Ltd,Operations,Production Operations Manager,"['product', 'oper', 'manag']",4000,5000,4000,2021-03-22
Atlas Marketing Group,Marketing,Marketing Specialist,"['market', 'specialist']",2500,4500,2800.0,2021-03-21
Redwoods Advance,Business Development / Sales,Sales and Marketing Representative ( Guidance provided) ,"['sale', 'and', 'market', 'repres', 'guidanc', 'provid']",1950,2950,1960.0,2021-03-23
Kidscode,Education,ICT Trainer,"['ict', 'trainer']",2300,2600,2300,2021-03-22
Alinea Marketing Group,Business Development / Sales,"Corporate Sales Development Associates (Entry Level, Professional Training Provided!)","['corpor', 'sale', 'develop', 'associ', 'entri', 'level', 'profession', 'train', 'provid']",2500,3500,2500,2021-03-20
FoodLine,Operations,Customer Sales Associate ,"['custom', 'sale', 'associ']",2600,3000,2600,2021-03-22
Servicom Medical Singapore,Business Development / Sales,Business Development Executive,"['busi', 'develop', 'execut']",1800,3000,1920.0,2021-03-19
Asia Innovatory Management School,Education,H2 POA Teacher,"['H2', 'poa', 'teacher']",3500,5000,3500,2021-03-22
Rescale Lab,Operations,Business operations for tech startup ,"['busi', 'oper', 'for', 'tech', 'startup']",1500,2300,1520.0,2021-03-22
Scoular Singapore Pte. Ltd.,Finance,Accountant (Burmese Speaking),"['account', 'burmes', 'speak']",2000,4000,2400.0,2021-03-22
Lintec & Linnhoff Holdings,Marketing,Marketing Assistant,"['market', 'assist']",2000,2200,2000,2021-03-22
Vector InfoTech Pte Ltd,Software Engineering,NETWORK ENGINEERS,"['network', 'engin']",2400,3800,2480.0,2021-03-22
Alinea Marketing Group,Business Development / Sales,"B2B Business Development Associates (Entry Level, Training Provided!!) ","['b2b', 'busi', 'develop', 'associ', 'entri', 'level', 'train', 'provid']",2500,3500,2500,2021-03-22
Shevron Pte Ltd,Marketing,Inbound Marketing Executive,"['inbound', 'market', 'execut']",800,1500,920.0,2021-03-23
AppLabx Pte. Ltd,Software Engineering,Software Engineer (NodeJS or PHP or Python or Golang or .NET),"['softwar', 'engin', 'nodej', 'or', 'php', 'or', 'python', 'or', 'golang', 'or', '.net']",4000,9000,5200.0,2021-03-20
Science Studios Learning Centre,Education,Experiments and Experience Coordinator,"['experi', 'and', 'experi', 'coordin']",1800,2400,1800,2021-03-22
Kairos Organization,Business Development / Sales,Corporate Brand Ambassador (No Experience Needed),"['corpor', 'brand', 'ambassador', 'No', 'experi', 'need']",2500,5500,3200.0,2021-03-21
Anthology Pte Ltd,Media & Communications,Content Producer (Immediate),"['content', 'produc', 'immedi']",3000,4000,3000,2021-03-22
Bryden Pte. Ltd.,Product Management,Assistant Project Manager (Fashion),"['assist', 'project', 'manag', 'fashion']",1800,2500,1800,2021-03-22
Gilgamesh Pte. Ltd.,Operations,Startup Operations Exec,"['startup', 'oper', 'exec']",3000,8000,4400.0,2021-03-22
Kairos Organization,Business Development / Sales,B2B Customer Acquisition (Immediate),"['b2b', 'custom', 'acquisit', 'immedi']",2500,5500,3200.0,2021-03-22
Vesper Homes Pte Ltd,Operations,Property Manager,"['properti', 'manag']",2500,5500,3200.0,2021-03-22
Eaglesview Marketing Pte Ltd,Marketing,Brand Ambassadors (Travelling Opportunities),"['brand', 'ambassador', 'travel', 'opportun']",2000,4000,2400.0,2021-03-22
PolicyPal,Business Development / Sales,Business Development Associate,"['busi', 'develop', 'associ']",2500,4000,2600.0,2021-03-19
Resolutez,Business Development / Sales,Sales and marketing,"['sale', 'and', 'market']",2500,4000,2600.0,2021-03-23
Greensafe International,Business Development / Sales,SALES EXECUTIVE,"['sale', 'execut']",1800,2500,1800,2021-03-23
Yeelight Singapore By Ttg,Business Development / Sales,Retail Sales Executive,"['retail', 'sale', 'execut']",1600,2000,1600,2021-03-22
Synced by District,Operations,Operations Executive Trainee #SGUP,"['oper', 'execut', 'traine', 'sgup']",2600,2600,2600,2021-03-19
Asia Innovatory Management School,Education,"H1 Mother Tongue teacher (CL, ML, TL)","['H1', 'mother', 'tongu', 'teacher', 'CL', 'ML', 'TL']",3500,5000,3500,2021-03-24
Legacy FA Pte Ltd,Consulting,FINANCIAL PLANNING CONSULTANT,"['financi', 'plan', 'consult']",2800,7000,3920.0,2021-03-23
Bata Shoe Singapore Pte Ltd,Other,Retail Associate,"['retail', 'associ']",1700,1700,1700,2021-03-24
Vlc Marketing,Business Development / Sales,Sales and Marketing Representative (No EXP Needed),"['sale', 'and', 'market', 'repres', 'No', 'exp', 'need']",2900,5000,3160.0,2021-03-19
Atlas Marketing Group,Business Development / Sales,Business Development Executive (Entry Level),"['busi', 'develop', 'execut', 'entri', 'level']",2500,4500,2800.0,2021-03-21
Everyworks Singapore,Marketing,Digital Marketing Executive / SEO Content Writer & Editor,"['digit', 'market', 'execut', 'seo', 'content', 'writer', 'editor']",1800,2400,1800,2021-03-23
greypanel,Software Engineering,Back-end software  Engineer,"['back-end', 'softwar', 'engin']",3000,5000,3200.0,2021-03-22
Servicom Medical Singapore,Engineering,Service & Product Engineer,"['servic', 'product', 'engin']",2100,3000,2100,2021-03-19
Synergy Marketing,Marketing,Marketing & Sales Rep [Mentorship],"['market', 'sale', 'rep', 'mentorship']",2000,4000,2400.0,2021-03-23
Hubble,Product Management,VP of Product,"['VP', 'of', 'product']",8000,10000,8000,2021-03-19
AXA Insurance Pte. Ltd.,Consulting,Junior Financial Executive (Fresh Grads welcome to apply),"['junior', 'financi', 'execut', 'fresh', 'grad', 'welcom', 'to', 'appli']",3000,6000,3600.0,2021-03-22
RYSH Organization,Business Development / Sales,Sales & Marketing Representative (IMMEDIATE),"['sale', 'market', 'repres', 'immedi']",2500,5500,3200.0,2021-03-21
Bata Shoe Singapore Pte Ltd,Other,Store Manager,"['store', 'manag']",2600,3000,2600,2021-03-22
Orizal,Finance,ALWAYS HIRING: People-First Financial Advisors (Earn up to $12k /monthly with a proven model),"['alway', 'hire', 'people-first', 'financi', 'advisor', 'earn', 'up', 'to', '12k', '/monthli', 'with', 'a', 'proven', 'model']",3000,12000,6000.0,2021-03-22
Sunriseclick,Marketing,Senior E-Commerce Executive,"['senior', 'e-commerc', 'execut']",4000,4500,4000,2021-03-23
Credence Group,Finance,Financial Advisor,"['financi', 'advisor']",3000,7000,4000.0,2021-03-22
Dazzle,Marketing,Events Representative ,"['event', 'repres']",2500,3500,2500,2021-03-19
Frontsight Capital,Finance,Investment Manager,"['invest', 'manag']",5000,12000,6800.0,2021-03-23
Kristal.AI,Finance,Financial Analyst/Investment Advisor - Kristal.AI,"['financi', 'analyst/invest', 'advisor', 'kristal.ai']",6000,7000,6000,2021-03-19
Proofdeck,Business Development / Sales,Business Development Manager,"['busi', 'develop', 'manag']",2500,2700,2500,2021-03-22
Ebuy Pte. Ltd,Administrative,Admin Executive,"['admin', 'execut']",1700,1900,1700,2021-03-22
Glife Technologies Pte Ltd,Finance,Accounts Executive,"['account', 'execut']",2300,3300,2300,2021-03-19
Gilgamesh Pte. Ltd.,Software Engineering,Programmer / Developer,"['programm', 'develop']",3000,8000,4400.0,2021-03-22
Eqcoms Technology Pte Ltd,Engineering,Electrical Technician,"['electr', 'technician']",2200,2600,2200,2021-03-19
Asia Innovatory Management School,Design,Physics Teacher (Sec),"['physic', 'teacher', 'sec']",3500,5000,3500,2021-03-24
Academia Education,Education,Curriculum Development & Teaching Associate,"['curriculum', 'develop', 'teach', 'associ']",3000,3700,3000,2021-03-23
Media Publishares,Finance,Accounts Executive,"['account', 'execut']",2500,3000,2500,2021-03-19
